scenario_id,deck_vx,deck_z0,deck_z_amp,deck_z_freq,deck_z_phase,deck_z_peak_to_peak,deck_z_peak_vz,deck_z_period_s,base_wind_x,rel_x0,rel_z0,v_x_rel0,v_z0,theta_deg,q,pass_name,low_name,target_name,success,alpha,attempts,return_status,failure_mode,low_tw_ratio,low_T_dot_max,low_T_dot_weight_per_sec,low_delta_max_deg,low_delta_dot_max_deg_s,target_tw_ratio,target_T_dot_max,target_T_dot_weight_per_sec,target_delta_max_deg,target_delta_dot_max_deg_s,feasible_tw_ratio,feasible_T_dot_max,feasible_T_dot_weight_per_sec,feasible_delta_max_deg,feasible_delta_dot_max_deg_s
0,0.82186814566789,0.0,0.30971960993801306,0.32596164638493497,4.381692553882582,0.6194392198760261,0.10095671397309461,19.27584234790507,-3.950181877191266,-52.17467956337052,69.14678230728646,0.7834191059710589,-0.6920520978630065,77.27238721784776,0.010916957403166963,hf1,hu1,C0,True,0.03,4,Solve_Succeeded,none,1.109375,2.29921875,0.05859375,2.109375,9.140625,2.0,39.24,1.0,59.99999999999999,180.0,1.13609375,3.4074421875,0.0868359375,3.84609375,14.266406250000001
0,0.82186814566789,0.0,0.30971960993801306,0.32596164638493497,4.381692553882582,0.6194392198760261,0.10095671397309461,19.27584234790507,-3.950181877191266,-52.17467956337052,69.14678230728646,0.7834191059710589,-0.6920520978630065,77.27238721784776,0.010916957403166963,hf2,hu2,C0,True,0.01,2,Solve_Succeeded,none,1.13609375,3.2876492980957037,0.08378311157226563,3.84609375,10.699804687500002,2.0,39.24,1.0,59.99999999999999,180.0,1.1447328124999998,3.6471728051147467,0.09294528045654298,4.4076328125,12.392806640625
0,0.82186814566789,0.0,0.30971960993801306,0.32596164638493497,4.381692553882582,0.6194392198760261,0.10095671397309461,19.27584234790507,-3.950181877191266,-52.17467956337052,69.14678230728646,0.7834191059710589,-0.6920520978630065,77.27238721784776,0.010916957403166963,hf3,hu3,C0,True,0.01,2,Solve_Succeeded,none,1.1357895874023436,2.9348343666157732,0.07479190536737444,3.5812016601562493,7.164591339111328,2.0,39.24,1.0,59.99999999999999,180.0,1.1444316915283201,3.2978860229496156,0.0840439863137007,4.145389643554687,8.892945425720216
2,-0.09133256617257635,0.0,0.24736783977107143,0.20208665590703018,2.988942203015736,0.49473567954214287,0.04998973951828189,31.091539809883148,5.204241632035986,-48.192719528473475,58.443489813887865,-0.1885442433830078,-0.5848401490669741,76.3975248360931,-0.06001835950497834,hf1,hu1,C0,True,0.07,8,Solve_Succeeded,none,1.140625,2.1459375,0.0546875,2.3437499999999996,7.734374999999999,2.0,39.24,1.0,59.99999999999999,180.0,1.20078125,4.742521875,0.120859375,6.3796875,19.79296875
2,-0.09133256617257635,0.0,0.24736783977107143,0.20208665590703018,2.988942203015736,0.49473567954214287,0.04998973951828189,31.091539809883148,5.204241632035986,-48.192719528473475,58.443489813887865,-0.1885442433830078,-0.5848401490669741,76.3975248360931,-0.06001835950497834,hf2,hu2,C0,True,0.04,5,Solve_Succeeded,none,1.20078125,4.31643592529297,0.11000091552734377,5.98095703125,16.700317382812496,2.0,39.24,1.0,59.99999999999999,180.0,1.23275,5.713378488281251,0.14560087890625,8.14171875,23.232304687499997
2,-0.09133256617257635,0.0,0.24736783977107143,0.20208665590703018,2.988942203015736,0.49473567954214287,0.04998973951828189,31.091539809883148,5.204241632035986,-48.192719528473475,58.443489813887865,-0.1885442433830078,-0.5848401490669741,76.3975248360931,-0.06001835950497834,hf3,hu3,C0,True,0.02,3,Solve_Succeeded,none,1.1605185546875,5.378610217483521,0.13706957740783693,6.615146484375001,11.979157104492186,2.0,39.24,1.0,59.99999999999999,180.0,1.17730818359375,6.055838013133851,0.1543281858596802,7.6828435546875,15.339573962402342
3,-1.4779131907469836,0.0,0.3967310943755346,0.29302464562064545,4.430684746116719,0.7934621887510692,0.11625198833608187,21.442514822844977,-4.167518823424425,-31.578129069340964,51.062052143841896,0.20622358785868133,-2.178466904306388,80.59207160745413,-0.03920998038747756,hf1,hu1,C0,True,0.06,7,Solve_Succeeded,none,1.3046875,9.350156250000001,0.23828125000000003,22.96875,156.796875,2.0,39.24,1.0,59.99999999999999,180.0,1.34640625,11.143546875000002,0.283984375,25.190624999999997,158.1890625
3,-1.4779131907469836,0.0,0.3967310943755346,0.29302464562064545,4.430684746116719,0.7934621887510692,0.11625198833608187,21.442514822844977,-4.167518823424425,-31.578129069340964,51.062052143841896,0.20622358785868133,-2.178466904306388,80.59207160745413,-0.03920998038747756,hf2,hu2,C0,True,0.01,2,Solve_Succeeded,none,1.3253686523437502,5.092949157714845,0.12978973388671877,11.0208984375,156.95321044921877,2.0,39.24,1.0,59.99999999999999,180.0,1.3321149658203126,5.434419666137696,0.13849183654785158,11.510689453125,157.1836783447266
3,-1.4779131907469836,0.0,0.3967310943755346,0.29302464562064545,4.430684746116719,0.7934621887510692,0.11625198833608187,21.442514822844977,-4.167518823424425,-31.578129069340964,51.062052143841896,0.20622358785868133,-2.178466904306388,80.59207160745413,-0.03920998038747756,hf3,hu3,C0,True,0.01,2,Solve_Succeeded,none,1.2592649286270143,5.09476843700409,0.12983609676361085,9.71214422607422,117.27376001501086,2.0,39.24,1.0,59.99999999999999,180.0,1.2666722793407441,5.436220752634049,0.13853773579597473,10.215022783813478,117.90102241486075
4,-1.407546496296182,0.0,0.3091793473080906,0.21647939437931996,2.5668611718126377,0.6183586946161812,0.06693095785984889,29.024403570577487,-1.3024998757330621,-29.397907801955018,43.18788200528692,-1.325091774932802,-1.852817048349408,76.66972919907704,-0.0954575853732279,hf1,hu1,C0,True,0.06,7,Solve_Succeeded,none,1.109375,0.613125,0.015625,16.171875000000004,8.4375,2.0,39.24,1.0,59.99999999999999,180.0,1.1628125,2.9307375,0.0746875,18.801562500000003,18.73125
