scenario_id,deck_vx,deck_z0,deck_z_amp,deck_z_freq,deck_z_phase,deck_z_peak_to_peak,deck_z_peak_vz,deck_z_period_s,base_wind_x,rel_x0,rel_z0,v_x_rel0,v_z0,theta_deg,q,C0_tw_ratio,C0_T_dot_max,C0_T_dot_weight_per_sec,C0_delta_max_deg,C0_delta_dot_max_deg_s,hu1_tw_ratio,hu1_T_dot_max,hu1_T_dot_weight_per_sec,hu1_delta_max_deg,hu1_delta_dot_max_deg_s,hf1_tw_ratio,hf1_T_dot_max,hf1_T_dot_weight_per_sec,hf1_delta_max_deg,hf1_delta_dot_max_deg_s,hu2_tw_ratio,hu2_T_dot_max,hu2_T_dot_weight_per_sec,hu2_delta_max_deg,hu2_delta_dot_max_deg_s,hf2_tw_ratio,hf2_T_dot_max,hf2_T_dot_weight_per_sec,hf2_delta_max_deg,hf2_delta_dot_max_deg_s,hu3_tw_ratio,hu3_T_dot_max,hu3_T_dot_weight_per_sec,hu3_delta_max_deg,hu3_delta_dot_max_deg_s,hf3_tw_ratio,hf3_T_dot_max,hf3_T_dot_weight_per_sec,hf3_delta_max_deg,hf3_delta_dot_max_deg_s,hu4_tw_ratio,hu4_T_dot_max,hu4_T_dot_weight_per_sec,hu4_delta_max_deg,hu4_delta_dot_max_deg_s,hf1_success,hf1_alpha,hf1_attempts,hf2_success,hf2_alpha,hf2_attempts,hf3_success,hf3_alpha,hf3_attempts,final_box_ready,method
0,0.82186814566789,0.0,0.30971960993801306,0.32596164638493497,4.381692553882582,0.6194392198760261,0.10095671397309461,19.27584234790507,-3.950181877191266,-52.17467956337052,69.14678230728646,0.7834191059710589,-0.6920520978630065,77.27238721784776,0.010916957403166963,2.0,39.24,1.0,59.99999999999999,180.0,1.109375,2.29921875,0.05859375,2.109375,9.140625,1.13609375,3.4074421875,0.0868359375,3.84609375,14.266406250000001,1.13609375,3.2876492980957037,0.08378311157226563,3.84609375,10.699804687500002,1.1447328124999998,3.6471728051147467,0.09294528045654298,4.4076328125,12.392806640625,1.1357895874023436,2.9348343666157732,0.07479190536737444,3.5812016601562493,7.164591339111328,1.1444316915283201,3.2978860229496156,0.0840439863137007,4.145389643554687,8.892945425720216,1.1399612552332878,3.040238677406677,0.07747804988294284,2.849955379943847,6.669709069290162,True,0.03,4,True,0.01,2,True,0.01,2,True,recursive_C0_contraction_plus_dual_direction_final_search
1,-1.3085482316874741,0.0,0.4069077929981455,0.287382947850751,4.763205750057398,0.813815585996291,0.11693836105525024,21.863459033215445,-2.885780674368519,-44.36422095610395,68.97443085382162,1.1793633639665932,-0.7097179567303478,78.25825358138152,-0.025908058793026226,2.0,39.24,1.0,59.99999999999999,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,recursive_C0_contraction_plus_dual_direction_final_search
2,-0.09133256617257635,0.0,0.24736783977107143,0.20208665590703018,2.988942203015736,0.49473567954214287,0.04998973951828189,31.091539809883148,5.204241632035986,-48.192719528473475,58.443489813887865,-0.1885442433830078,-0.5848401490669741,76.3975248360931,-0.06001835950497834,2.0,39.24,1.0,59.99999999999999,180.0,1.140625,2.1459375,0.0546875,2.3437499999999996,7.734374999999999,1.20078125,4.742521875,0.120859375,6.3796875,19.79296875,1.20078125,4.31643592529297,0.11000091552734377,5.98095703125,16.700317382812496,1.23275,5.713378488281251,0.14560087890625,8.14171875,23.232304687499997,1.1605185546875,5.378610217483521,0.13706957740783693,6.615146484375001,11.979157104492186,1.17730818359375,6.055838013133851,0.1543281858596802,7.6828435546875,15.339573962402342,1.1681104634094237,5.5354144338801605,0.14106560738736393,7.442754693603515,15.339573962402342,True,0.07,8,True,0.04,5,True,0.02,3,True,recursive_C0_contraction_plus_dual_direction_final_search
3,-1.4779131907469836,0.0,0.3967310943755346,0.29302464562064545,4.430684746116719,0.7934621887510692,0.11625198833608187,21.442514822844977,-4.167518823424425,-31.578129069340964,51.062052143841896,0.20622358785868133,-2.178466904306388,80.59207160745413,-0.03920998038747756,2.0,39.24,1.0,59.99999999999999,180.0,1.3046875,9.350156250000001,0.23828125000000003,22.96875,156.796875,1.34640625,11.143546875000002,0.283984375,25.190624999999997,158.1890625,1.3253686523437502,5.092949157714845,0.12978973388671877,11.0208984375,156.95321044921877,1.3321149658203126,5.434419666137696,0.13849183654785158,11.510689453125,157.1836783447266,1.2592649286270143,5.09476843700409,0.12983609676361085,9.71214422607422,117.27376001501086,1.2666722793407441,5.436220752634049,0.13853773579597473,10.215022783813478,117.90102241486075,1.24193258638487,5.308809328744188,0.13529075761325657,7.661267087860108,88.42576681114556,True,0.06,7,True,0.01,2,True,0.01,2,True,recursive_C0_contraction_plus_dual_direction_final_search
4,-1.407546496296182,0.0,0.3091793473080906,0.21647939437931996,2.5668611718126377,0.6183586946161812,0.06693095785984889,29.024403570577487,-1.3024998757330621,-29.397907801955018,43.18788200528692,-1.325091774932802,-1.852817048349408,76.66972919907704,-0.0954575853732279,2.0,39.24,1.0,59.99999999999999,180.0,1.109375,0.613125,0.015625,16.171875000000004,8.4375,1.1628125,2.9307375,0.0746875,18.801562500000003,18.73125,1.1491857910156251,2.7361182128906254,0.069727783203125,1.9095336914062502,4.829150390625,1.1491857910156251,2.7361182128906254,0.069727783203125,1.9095336914062502,4.829150390625,1.135718770027161,2.180344200897217,0.05556432723999023,1.9095336914062502,3.169129943847656,1.1530043946266177,2.921537316879273,0.07445304069519043,3.0713430175781253,6.705747344970702,1.1349887009605768,2.111267201651037,0.05380395518988371,2.111548324584961,4.819755904197693,True,0.06,7,True,0.0,1,True,0.02,3,True,recursive_C0_contraction_plus_dual_direction_final_search
5,-1.2298564176730746,0.0,0.3805898376491126,0.25851912914273584,1.0133004724866397,0.7611796752982252,0.0983897533896238,24.304527591497724,0.09633961754371967,-39.96865674689909,40.33092359496089,0.5889611252332081,-1.4738405661797294,84.08580690707608,0.0399414267621499,2.0,39.24,1.0,59.99999999999999,180.0,1.109375,1.99265625,0.05078125,1.640625,8.4375,1.145,3.48255,0.08875,3.975,15.299999999999999,1.145,3.455342578125,0.08805664062499999,2.9812499999999997,7.171874999999999,1.145,3.455342578125,0.08805664062499999,2.9812499999999997,7.171874999999999,1.1315820312500002,1.1202868515014648,0.028549613952636718,2.2359375,6.723632812499999,1.1663187500000003,2.6450753774414064,0.06740762939453125,4.5465,13.6546875,1.1572068847656252,2.242114675409317,0.05713849835395812,2.27325,7.894116210937499,True,0.04,5,True,0.0,1,True,0.04,5,True,recursive_C0_contraction_plus_dual_direction_final_search
6,-0.7023901156214413,0.0,0.442294094336931,0.3123876536741851,4.504353903384995,0.884588188673862,0.13816721436386256,20.113423924662655,1.2924206373377771,-41.51915493568634,44.528454664580565,-1.2108271135395021,-0.4240144879491643,82.19462955950937,-0.013581392044979254,2.0,39.24,1.0,59.99999999999999,180.0,1.109375,1.99265625,0.05078125,2.109375,8.4375,1.1628125,4.227496875,0.107734375,5.582812499999999,18.73125,1.1264746093750002,2.955945080566406,0.07532989501953123,3.663720703125,6.877880859375,1.1352098632812502,3.318785629760742,0.08457659606933593,4.2270834960937504,8.60910205078125,1.1352098632812502,3.2280375851969714,0.08226395477056501,2.641927185058594,6.994895416259764,1.1438577646484376,3.5881572093450016,0.09144131522285937,3.215507913208008,8.724946462097167,1.1259849870758059,3.013491406285841,0.07679641708169829,2.6126001794815066,7.361673577394484,True,0.06,7,True,0.01,2,True,0.01,2,True,recursive_C0_contraction_plus_dual_direction_final_search
7,0.3819265221073296,0.0,0.3460244922281839,0.2904739222643194,0.5305793178609056,0.6920489844563678,0.10051109145704007,21.63080684902979,-3.6876129781432496,-42.52577793488171,36.456496085166236,-0.01802754226644332,-1.7413192116345937,80.90915491481417,-0.0954392257940605,2.0,39.24,1.0,59.99999999999999,180.0,1.109375,0.3065625,0.0078125,1.8749999999999998,9.140625,1.13609375,1.474565625,0.037578125000000004,3.61875,14.266406250000001,1.13609375,1.3651252075195313,0.03478912353515625,3.61875,10.476892089843751,1.1447328124999998,1.7438739554443359,0.044441232299804685,4.1825624999999995,12.172123168945314,1.1268463623046872,1.3419655047755241,0.03419891704320907,3.39833203125,10.840797197341919,1.1355778986816403,1.720945849727769,0.043856927872776987,3.9643487109374997,12.532389225368501,1.12670619634819,0.8537504801383854,0.02175714781188546,3.7165769165039064,10.574203408904673,True,0.03,4,True,0.01,2,True,0.01,2,True,recursive_C0_contraction_plus_dual_direction_final_search
8,1.3756776397243362,0.0,0.32057585923572507,0.3130649886325486,0.5198079199756344,0.6411517184714501,0.10036107772750177,20.06990732059886,1.575830416911261,-40.400250074855194,52.17474480240823,1.3134793649249485,-1.1850254795350268,83.96160771839767,-0.07195018220027785,2.0,39.24,1.0,59.99999999999999,180.0,1.125,2.1459375,0.0546875,1.640625,8.4375,1.16,3.6297,0.0925,3.975,15.299999999999999,1.1373437499999999,2.9633097656250005,0.07551757812500001,2.9812499999999997,7.8890625000000005,1.154596875,3.6888435703125007,0.09400722656250002,4.121625,11.33128125,1.136556298828125,2.9539567652893073,0.07527922439575196,3.09121875,8.498460937499999,1.1451907358398439,3.3168171976364142,0.08452643215179445,3.6603065625,10.213476328125,1.1407173345279693,3.1613413914972073,0.08056425564467908,2.5164607617187498,7.660107246093749,True,0.04,5,True,0.02,3,True,0.01,2,True,recursive_C0_contraction_plus_dual_direction_final_search
9,0.16210843061714808,0.0,0.2271439352838609,0.29428081581676796,1.767043978499777,0.4542878705677218,0.06684410258316573,21.350985077776087,8.656189522201727,-35.21732095924295,60.44481150004089,0.8059424757529712,-2.2521958243014377,78.17138892822716,0.09057987901394901,2.0,39.24,1.0,59.99999999999999,180.0,1.2890625,3.67875,0.09375,2.578125,4.21875,1.33171875,5.812425,0.148125,6.0234375,14.765625,1.33171875,5.721605859375,0.145810546875,5.835205078125,13.381347656250002,1.3584500000000002,7.062341625,0.179978125,8.001796875,20.04609375,1.3000791015625002,7.034754353027344,0.17927508544921875,5.2511791992187495,6.8908447265625,1.3140775195312502,7.678859265966797,0.19568958374023437,6.346155615234375,10.35302783203125,1.2678794817352297,7.168935017836189,0.18269457231998443,2.9747604446411136,7.764770874023437,True,0.06,7,True,0.04,5,True,0.02,3,True,recursive_C0_contraction_plus_dual_direction_final_search
