scenario_id,deck_vx,deck_z0,deck_z_amp,deck_z_freq,deck_z_phase,deck_z_peak_to_peak,deck_z_peak_vz,deck_z_period_s,base_wind_x,rel_x0,rel_z0,v_x_rel0,v_z0,theta_deg,q,candidate_key,frequency_hz,shortlist_tag,subset,cardinality,best_permutation,sat_penalty_start_ratio,ocp_floor_source,score_weight_tw,score_weight_tdot,score_weight_delta,score_weight_delta_dot,utopia_tw_ratio,utopia_T_dot_max,utopia_T_dot_weight_per_sec,utopia_delta_max_deg,utopia_delta_dot_max_deg_s,search_floor_tw_ratio,search_floor_T_dot_max,search_floor_T_dot_weight_per_sec,search_floor_delta_max_deg,search_floor_delta_dot_max_deg_s,floor_utopia_tw_ratio,floor_utopia_T_dot_max,floor_utopia_T_dot_weight_per_sec,floor_utopia_delta_max_deg,floor_utopia_delta_dot_max_deg_s,candidate_tw_ratio,candidate_T_dot_max,candidate_T_dot_weight_per_sec,candidate_delta_max_deg,candidate_delta_dot_max_deg_s,cap_tw_ratio,cap_T_dot_max,cap_T_dot_weight_per_sec,cap_delta_max_deg,cap_delta_dot_max_deg_s,mpc_rollout_success,mpc_rollout_source,mpc_failure_mode,mpc_return_status,mpc_touch_time_s,mpc_steps_simulated,ocp_start_success,ocp_start_return_status,ocp_refine_success,failed_stage,best_order,remaining_l2_sq,remaining_l1,reduction_l1,reduction_l2_sq,remaining_tw,remaining_tdot,remaining_delta,remaining_delta_dot,reduction_tw,reduction_tdot,reduction_delta,reduction_delta_dot,final_rel_x,final_rel_z,final_rel_vx,final_rel_vz,usage_T,usage_T_dot,usage_delta,usage_delta_dot,mpc_npz,best_ocp_npz,refined_tw_ratio,refined_T_dot_max,refined_T_dot_weight_per_sec,refined_delta_max_deg,refined_delta_dot_max_deg_s,refined_minus_utopia_tw_ratio,refined_minus_utopia_T_dot_max,refined_minus_utopia_T_dot_weight_per_sec,refined_minus_utopia_delta_max_deg,refined_minus_utopia_delta_dot_max_deg_s
0,0.82186814566789,0.0,0.30971960993801306,0.32596164638493497,4.381692553882582,0.6194392198760261,0.10095671397309461,19.27584234790507,-3.950181877191266,-52.17467956337052,69.14678230728646,0.7834191059710589,-0.6920520978630065,77.27238721784776,0.010916957403166963,s0_f10_closest,10.0,closest,tdot+delta+delta_dot,3,tdot -> delta -> delta_dot,0.0,zero,1.0,1.0,1.0,1.0,1.1469167099609374,3.5517913712527553,0.09051456093916298,3.9810748672485348,8.257793426971435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1469167099609374,3.5517913712527553,0.09051456093916298,3.9810748672485348,8.301991727878265,1.1469167099609374,3.8857204745329295,0.09902447692489626,4.246479858398438,10.163438063964843,True,main4_saved_mpc_path,none,loaded_from_main4_saved_mpc_path:Solve_Succeeded,24.5,245,True,Solve_Succeeded,True,,delta_dot -> tw -> tdot -> delta,0.8929176330566408,1.291015625,2.708984375,2.3108863830566406,0.9062500000000001,0.072265625,0.25,0.0625,0.09374999999999989,0.927734375,0.75,0.9375,-0.9999999887329309,-7.27938843925191e-09,0.25060884037018116,-0.16073016473660934,1.000000009918275,1.000000038950957,1.0000005634734457,1.0000011042317565,runs/main5_ocp_10hz_s00-s19_retryall_savedpath/npz/s0_f10_closest_mpc_rollout.npz,runs/main5_ocp_10hz_s00-s19_retryall_savedpath/npz/s0_f10_closest_ocp_best.npz,1.0393932684020997,0.2566724233131874,0.0065410913178691995,0.9952687168121337,0.5188744829923916,-0.10752344155883775,-3.295118947939568,-0.08397346962129378,-2.9858061504364013,-7.738918943979045
1,-1.3085482316874741,0.0,0.4069077929981455,0.287382947850751,4.763205750057398,0.813815585996291,0.11693836105525024,21.863459033215445,-2.885780674368519,-44.36422095610395,68.97443085382162,1.1793633639665932,-0.7097179567303478,78.25825358138152,-0.025908058793026226,s1_f10_closest,10.0,closest,tw+tdot+delta,3,delta -> tdot -> tw,0.0,zero,1.0,1.0,1.0,1.0,1.1440988561975955,4.058967327435554,0.10343953433831687,3.55392663359642,6.658521978378296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1440988561975955,4.094731336837674,0.10435095149943102,3.55392663359642,6.658521978378296,1.1622591555023192,4.577513814200449,0.11665427661061287,6.318091793060303,7.102423443603516,True,main4_saved_mpc_path,none,loaded_from_main4_saved_mpc_path:Solve_Succeeded,24.700000000000003,247,True,Solve_Succeeded,True,,delta_dot -> tdot -> tw -> delta,0.8479957580566406,1.185546875,2.814453125,2.4769020080566406,0.8984375,0.068359375,0.18750000000000003,0.03125,0.1015625,0.931640625,0.8125,0.96875,-0.9999999999122977,-9.22596815611243e-09,0.5957858488031983,-1.271070472349737,1.0000000098867878,1.0000000331010939,1.0000008457216518,1.0000027501116797,runs/main5_ocp_10hz_s00-s19_retryall_savedpath/npz/s1_f10_closest_mpc_rollout.npz,runs/main5_ocp_10hz_s00-s19_retryall_savedpath/npz/s1_f10_closest_ocp_best.npz,1.0279013161150272,0.27991327497913787,0.007133365825156418,0.6663612437993288,0.20807881182432175,-0.11619754008256833,-3.7790540524564165,-0.09630616851316046,-2.887565389797091,-6.450443166553975
2,-0.09133256617257635,0.0,0.24736783977107143,0.20208665590703018,2.988942203015736,0.49473567954214287,0.04998973951828189,31.091539809883148,5.204241632035986,-48.192719528473475,58.443489813887865,-0.1885442433830078,-0.5848401490669741,76.3975248360931,-0.06001835950497834,s2_f10_closest,10.0,closest,delta,1,delta,0.0,zero,1.0,1.0,1.0,1.0,1.2102926640212537,6.6292690630897,0.16894161730605758,6.495711469280721,15.93705277118683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2102926640212537,6.6292690630897,0.16894161730605758,6.503896589579713,15.93705277118683,1.2102926640212537,6.6552661966704445,0.16960413345235587,6.705250548934937,15.93705277118683,True,main4_saved_mpc_path,none,loaded_from_main4_saved_mpc_path:Solve_Succeeded,21.8,218,True,Solve_Succeeded,True,,delta -> delta_dot -> tw -> tdot,0.8303833007812498,1.2109375,2.7890625,2.40850830078125,0.8906249999999999,0.1328125,0.125,0.0625,0.10937500000000011,0.8671875,0.875,0.9375,0.9999999060159253,1.8950164493158894e-09,0.9999991828342232,-0.24818397964137945,1.0000000099985766,1.0000000113438514,1.0000007047555095,1.0000005752201244,runs/main5_ocp_10hz_s00-s19_retryall_savedpath/npz/s2_f10_closest_mpc_rollout.npz,runs/main5_ocp_10hz_s00-s19_retryall_savedpath/npz/s2_f10_closest_ocp_best.npz,1.077916903893929,0.8804497974416008,0.022437558548460773,0.8129870736974641,0.9960657981991768,-0.13237576012732477,-5.7488192656481,-0.14650405875759684,-5.682724395583256,-14.940986972987654
3,-1.4779131907469836,0.0,0.3967310943755346,0.29302464562064545,4.430684746116719,0.7934621887510692,0.11625198833608187,21.442514822844977,-4.167518823424425,-31.578129069340964,51.062052143841896,0.20622358785868133,-2.178466904306388,80.59207160745413,-0.03920998038747756,s3_f10_closest,10.0,closest,tdot,1,tdot,0.0,zero,1.0,1.0,1.0,1.0,1.1920294761657715,8.05341273264885,0.20523477911949156,3.4872583007812503,5.791378154754639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1920294761657715,8.10990988829881,0.20667456392198802,3.4872583007812503,5.791378154754639,1.2714981079101562,8.414994528808593,0.21444940185546874,4.649677734375,5.791378154754639,True,main4_saved_mpc_path,none,loaded_from_main4_saved_mpc_path:Solve_Succeeded,19.700000000000003,197,True,Solve_Succeeded,True,,tw -> delta_dot -> delta -> tdot,1.2356348037719727,1.9833984375,2.0166015625,1.2688379287719727,0.86328125,0.18261718750000003,0.5625,0.375,0.13671875,0.8173828125,0.4375,0.625,-0.9999999999836966,-9.140659229522896e-09,-0.9999999135024069,-0.609777826246947,1.0000000099647286,1.000000008569573,1.000000291862207,1.0000002637117413,runs/main5_ocp_10hz_s00-s19_retryall_savedpath/npz/s3_f10_closest_mpc_rollout.npz,runs/main5_ocp_10hz_s00-s19_retryall_savedpath/npz/s3_f10_closest_ocp_best.npz,1.0290566962212324,1.481008934679568,0.037742327591222424,1.9615827941894532,2.1717668080329897,-0.16297277994453907,-6.572403797969281,-0.16749245152826914,-1.5256755065917973,-3.6196113467216495
4,-1.407546496296182,0.0,0.3091793473080906,0.21647939437931996,2.5668611718126377,0.6183586946161812,0.06693095785984889,29.024403570577487,-1.3024998757330621,-29.397907801955018,43.18788200528692,-1.325091774932802,-1.852817048349408,76.66972919907704,-0.0954575853732279,s4_f10_closest,10.0,closest,delta+delta_dot,2,delta_dot -> delta,0.0,zero,1.0,1.0,1.0,1.0,1.134004134974219,2.322794581784468,0.05919456120755525,3.3638784098625183,6.939113103389741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.134004134974219,2.322794581784468,0.05919456120755525,3.42793664130033,7.015009652958066,1.1520042006087303,2.5630836764518268,0.06531813650488855,3.8444324684143067,7.401720643615724,True,main4_saved_mpc_path,none,loaded_from_main4_saved_mpc_path:Solve_Succeeded,17.900000000000002,179,True,Solve_Succeeded,True,,tw -> delta -> delta_dot -> tdot,0.8746490478515625,1.37109375,2.62890625,2.1324615478515625,0.890625,0.10546875000000001,0.18750000000000003,0.1875,0.109375,0.89453125,0.8125,0.8125,-0.9289152538750081,-9.637750507385245e-09,-0.9999999988113131,-1.8915842348486456,1.0000000099611828,1.0000000370645552,1.0000008912913791,1.0000004354779537,runs/main5_ocp_10hz_s00-s19_retryall_savedpath/npz/s4_f10_closest_mpc_rollout.npz,runs/main5_ocp_10hz_s00-s19_retryall_savedpath/npz/s4_f10_closest_ocp_best.npz,1.0099724327114137,0.24498224104758065,0.006243176377359344,0.6427381202438119,1.3153143099296374,-0.12403170226280524,-2.0778123407368874,-0.0529513848301959,-2.7211402896187065,-5.623798793460104
5,-1.2298564176730746,0.0,0.3805898376491126,0.25851912914273584,1.0133004724866397,0.7611796752982252,0.0983897533896238,24.304527591497724,0.09633961754371967,-39.96865674689909,40.33092359496089,0.5889611252332081,-1.4738405661797294,84.08580690707608,0.0399414267621499,s5_f10_closest,10.0,closest,tw+tdot+delta,3,tw -> tdot -> delta -> delta_dot,0.0,zero,1.0,1.0,1.0,1.0,1.1308129468605292,4.414030968124446,0.11248804709797262,2.5678441612243654,9.246569227874277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1308129468605292,4.414030968124446,0.11248804709797262,2.670240290700272,9.246569227874277,1.139716985812187,4.538120192127944,0.11565036167502404,3.423792214965821,10.567507688999175,True,main4_saved_mpc_path,none,loaded_from_main4_saved_mpc_path:Solve_Succeeded,17.8,178,True,Solve_Succeeded,True,,delta -> delta_dot -> tw -> tdot,0.8054389953613281,1.005859375,2.994140625,2.793720245361328,0.89453125,0.03320312499999999,0.0625,0.015625,0.10546875,0.966796875,0.9375,0.984375,0.23994100236249594,-8.989047728391597e-09,-0.260681979868864,-1.9984618000993222,1.0000000097913078,1.0000000576503887,1.0000034291056705,1.0000039647599186,runs/main5_ocp_10hz_s00-s19_retryall_savedpath/npz/s5_f10_closest_mpc_rollout.npz,runs/main5_ocp_10hz_s00-s19_retryall_savedpath/npz/s5_f10_closest_ocp_best.npz,1.0115475188713328,0.14655962198850697,0.0037349546887998717,0.166890018168767,0.14447764418553558,-0.11926542798919648,-4.267471346135939,-0.10875309240917275,-2.400954143055598,-9.102091583688741
6,-0.7023901156214413,0.0,0.442294094336931,0.3123876536741851,4.504353903384995,0.884588188673862,0.13816721436386256,20.113423924662655,1.2924206373377771,-41.51915493568634,44.528454664580565,-1.2108271135395021,-0.4240144879491643,82.19462955950937,-0.013581392044979254,s6_f10_closest,10.0,closest,tw+tdot+delta+delta_dot,4,delta_dot -> delta -> tdot -> tw,0.0,zero,1.0,1.0,1.0,1.0,1.1308701327788833,3.1205796461743,0.07952547518283129,3.377027993774414,8.416929380149842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1399417054120844,3.1205796461743,0.07952547518283129,3.377027993774414,8.416929380149842,1.1488204523468022,3.954794007032776,0.10078476062774658,4.502703991699218,9.975620006103517,True,main4_saved_mpc_path,none,loaded_from_main4_saved_mpc_path:Solve_Succeeded,18.900000000000002,189,True,Solve_Succeeded,True,,delta -> tdot -> tw -> delta_dot,0.8161163330078125,1.16015625,2.83984375,2.4958038330078125,0.88671875,0.1484375,0.0625,0.0625,0.11328125,0.8515625,0.9375,0.9375,0.9999994801964167,-9.30711607782797e-09,0.05107665735308997,-1.9834547328369925,1.0000000098765587,1.0000000171619692,1.0000027128005098,1.00000108794007,runs/main5_ocp_10hz_s00-s19_retryall_savedpath/npz/s6_f10_closest_mpc_rollout.npz,runs/main5_ocp_10hz_s00-s19_retryall_savedpath/npz/s6_f10_closest_ocp_best.npz,1.0108076840958717,0.4632110412289977,0.011804562722451522,0.21106424961090087,0.5260580862593651,-0.12006244868301152,-2.6573686049453022,-0.06772091246037977,-3.165963744163513,-7.890871293890477
7,0.3819265221073296,0.0,0.3460244922281839,0.2904739222643194,0.5305793178609056,0.6920489844563678,0.10051109145704007,21.63080684902979,-3.6876129781432496,-42.52577793488171,36.456496085166236,-0.01802754226644332,-1.7413192116345937,80.90915491481417,-0.0954392257940605,s7_f10_closest,10.0,closest,tw,1,tw,0.0,zero,1.0,1.0,1.0,1.0,1.1423252746582033,2.8331458569288257,0.07220045506954194,6.113296874999999,9.958130859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1423252746582033,2.8331458569288257,0.07220045506954194,6.113296874999999,9.958130859375,1.1604574218750003,2.9603483239746096,0.07544210815429687,6.3105,20.895750000000003,True,main4_saved_mpc_path,none,loaded_from_main4_saved_mpc_path:Solve_Succeeded,18.2,182,True,Solve_Succeeded,True,,tw -> tdot -> delta -> delta_dot,0.816192626953125,1.1796875,2.8203125,2.456817626953125,0.88671875,0.07421874999999999,0.125,0.09375,0.11328125,0.92578125,0.875,0.90625,-0.9999999997370681,-9.3471820838964e-09,-0.9999998601031614,-1.2648389100445903,1.0000000099518362,1.0000000440911812,1.0000007457245563,1.0000006031934072,runs/main5_ocp_10hz_s00-s19_retryall_savedpath/npz/s7_f10_closest_mpc_rollout.npz,runs/main5_ocp_10hz_s00-s19_retryall_savedpath/npz/s7_f10_closest_ocp_best.npz,1.0129212396383287,0.21027254406893625,0.005358627524692565,0.7641621093749998,0.9335747680664064,-0.12940403501987463,-2.6228733128598893,-0.06684182754484937,-5.349134765624998,-9.024556091308595
8,1.3756776397243362,0.0,0.32057585923572507,0.3130649886325486,0.5198079199756344,0.6411517184714501,0.10036107772750177,20.06990732059886,1.575830416911261,-40.400250074855194,52.17474480240823,1.3134793649249485,-1.1850254795350268,83.96160771839767,-0.07195018220027785,s8_f10_closest,10.0,closest,tdot+delta+delta_dot,3,delta_dot -> delta -> tdot -> tw,0.0,zero,1.0,1.0,1.0,1.0,1.1460724986596558,1.282469675943464,0.032682713454216715,4.133152159423828,9.029716317443848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1460724986596558,2.159795059075267,0.05504064880416072,4.133152159423828,9.029716317443848,1.1596622911338808,3.8175841516456606,0.09728807725906372,5.086956503906249,10.13862884765625,True,main4_saved_mpc_path,none,loaded_from_main4_saved_mpc_path:Solve_Succeeded,20.900000000000002,209,True,Solve_Succeeded,True,,tw -> delta -> delta_dot -> tdot,0.7847023010253906,0.998046875,3.001953125,2.7886085510253906,0.8828125,0.021484375,0.0625,0.03125,0.1171875,0.978515625,0.9375,0.96875,0.9999999748846307,-9.461555677825473e-09,0.561028296753737,-1.9980057076892717,1.0000000099081645,1.0000001941471832,1.000002215564124,1.0000020286924438,runs/main5_ocp_10hz_s00-s19_retryall_savedpath/npz/s8_f10_closest_mpc_rollout.npz,runs/main5_ocp_10hz_s00-s19_retryall_savedpath/npz/s8_f10_closest_ocp_best.npz,1.0117671277229774,0.046401846972320186,0.0011825139391518904,0.25832200996398924,0.28217863492012024,-0.13430537093667838,-1.2360678289711438,-0.031500199515064824,-3.874830149459838,-8.74753768252373
9,0.16210843061714808,0.0,0.2271439352838609,0.29428081581676796,1.767043978499777,0.4542878705677218,0.06684410258316573,21.350985077776087,8.656189522201727,-35.21732095924295,60.44481150004089,0.8059424757529712,-2.2521958243014377,78.17138892822716,0.09057987901394901,s9_f10_closest,10.0,closest,tw+delta_dot,2,delta_dot -> tw,0.0,zero,1.0,1.0,1.0,1.0,1.2386615524068476,6.47950733055398,0.16512505939230324,2.6784221649169924,3.7936889648437497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2386615524068476,6.47950733055398,0.16512505939230324,2.6784221649169924,3.8222686529159544,1.258322846889496,8.684575270271303,0.22131945133209233,2.6784221649169924,4.33564453125,True,main4_saved_mpc_path,none,loaded_from_main4_saved_mpc_path:Solve_Succeeded,21.5,215,True,Solve_Succeeded,True,,tw -> delta -> delta_dot -> tdot,2.4630470275878906,2.939453125,1.060546875,0.5841407775878906,0.9296874999999999,0.259765625,0.875,0.875,0.07031250000000011,0.740234375,0.125,0.125,0.9999999999877924,-6.021748211182398e-09,0.9578029965052128,-1.4169528245375698,1.0000000093461965,0.9999997697686823,1.0000002411957993,1.0000001690014193,runs/main5_ocp_10hz_s00-s19_retryall_savedpath/npz/s9_f10_closest_mpc_rollout.npz,runs/main5_ocp_10hz_s00-s19_retryall_savedpath/npz/s9_f10_closest_ocp_best.npz,1.151568162003241,1.683153271413436,0.04289381425620377,2.3436193943023684,3.3444850713014604,-0.08709339040360664,-4.796354059140544,-0.12223124513609948,-0.334802770614624,-0.4492038935422894
10,-0.6272464855796441,0.0,0.32876428230792865,0.22351406539649246,5.881335206211572,0.6575285646158573,0.07348344129580528,28.110916850059613,8.266836260078623,-50.061765472539456,36.57187167873151,-0.19470881999088618,-0.21753620267157503,81.61661263167761,-0.02526845422525799,s10_f10_closest,10.0,closest,delta+delta_dot,2,delta_dot -> delta,0.0,zero,1.0,1.0,1.0,1.0,1.3420681396484373,4.96236069344902,0.12646179137229918,5.820326088666915,11.445999771595003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3420681396484373,4.96236069344902,0.12646179137229918,5.830193991784908,11.445999771595003,1.3420681396484373,4.96236069344902,0.12646179137229918,6.898164253234862,11.815225570678711,True,main4_saved_mpc_path,none,loaded_from_main4_saved_mpc_path:Solve_Succeeded,18.900000000000002,189,True,Solve_Succeeded,True,,tw -> delta_dot -> delta -> tdot,1.252213478088379,2.0185546875,1.9814453125,1.215104103088379,0.84765625,0.3740234375,0.59375,0.203125,0.15234375,0.6259765625,0.40625,0.796875,0.9999999999711431,-6.577149547215555e-09,0.9999923448188269,-0.08499926140286107,1.0000000096590917,1.000000007678313,1.000000165352165,1.0000002463324973,runs/main5_ocp_10hz_s00-s19_retryall_savedpath/npz/s10_f10_closest_mpc_rollout.npz,runs/main5_ocp_10hz_s00-s19_retryall_savedpath/npz/s10_f10_closest_ocp_best.npz,1.1376124464988706,1.8560392046786862,0.04729967392147518,3.461677682622289,2.324968703605235,-0.2044556931495667,-3.106321488770334,-0.079162117450824,-2.358648406044627,-9.121031067989769
11,-1.216599995815454,0.0,0.3866974028372565,0.224618287706887,5.88617062300646,0.773394805674513,0.08685930848600486,27.972723731999753,-3.1317070694761746,-47.770882749829454,39.29652763440201,0.9933380163747185,-2.147446071763664,80.00741186202342,-0.07122049948974984,s11_f10_closest,10.0,closest,tw,1,tw,0.0,zero,1.0,1.0,1.0,1.0,1.1619721732735635,3.3051107198042393,0.08422810193181038,5.322514453124999,8.682279653320311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1619721732735635,3.3051107198042393,0.08422810193181038,5.322514453124999,8.682279653320311,1.1898595054321288,3.4394648141052246,0.08765200851440429,7.405237499999998,17.364559306640622,True,main4_saved_mpc_path,none,loaded_from_main4_saved_mpc_path:Solve_Succeeded,19.3,193,True,Solve_Succeeded,True,,tw -> delta -> delta_dot -> tdot,0.7776956558227539,1.0751953125,2.9248046875,2.627305030822754,0.87109375,0.0478515625,0.125,0.03125,0.12890625,0.9521484375,0.875,0.96875,-0.9999999999011671,-9.614891716136498e-09,-0.9999999772923474,-1.2450016749090416,1.0000000099754098,1.0000000612839655,1.000000860757313,1.0000021098916618,runs/main5_ocp_10hz_s00-s19_retryall_savedpath/npz/s11_f10_closest_mpc_rollout.npz,runs/main5_ocp_10hz_s00-s19_retryall_savedpath/npz/s11_f10_closest_ocp_best.npz,1.0121866978125182,0.15815471217813254,0.004030446283846395,0.6653143066406249,0.2713212391662597,-0.14978547546104526,-3.1469560076261067,-0.08019765564796398,-4.657200146484374,-8.41095841415405
