scenario_id,deck_vx,deck_z0,deck_z_amp,deck_z_freq,deck_z_phase,deck_z_peak_to_peak,deck_z_peak_vz,deck_z_period_s,base_wind_x,rel_x0,rel_z0,v_x_rel0,v_z0,theta_deg,q,candidate_key,frequency_hz,shortlist_tag,subset,cardinality,best_permutation,sat_penalty_start_ratio,ocp_floor_source,score_weight_tw,score_weight_tdot,score_weight_delta,score_weight_delta_dot,utopia_tw_ratio,utopia_T_dot_max,utopia_T_dot_weight_per_sec,utopia_delta_max_deg,utopia_delta_dot_max_deg_s,search_floor_tw_ratio,search_floor_T_dot_max,search_floor_T_dot_weight_per_sec,search_floor_delta_max_deg,search_floor_delta_dot_max_deg_s,floor_utopia_tw_ratio,floor_utopia_T_dot_max,floor_utopia_T_dot_weight_per_sec,floor_utopia_delta_max_deg,floor_utopia_delta_dot_max_deg_s,candidate_tw_ratio,candidate_T_dot_max,candidate_T_dot_weight_per_sec,candidate_delta_max_deg,candidate_delta_dot_max_deg_s,cap_tw_ratio,cap_T_dot_max,cap_T_dot_weight_per_sec,cap_delta_max_deg,cap_delta_dot_max_deg_s,mpc_rollout_success,mpc_rollout_source,mpc_failure_mode,mpc_return_status,mpc_touch_time_s,mpc_steps_simulated,ocp_start_success,ocp_start_return_status,ocp_refine_success,failed_stage,best_order,remaining_l2_sq,remaining_l1,reduction_l1,reduction_l2_sq,remaining_tw,remaining_tdot,remaining_delta,remaining_delta_dot,reduction_tw,reduction_tdot,reduction_delta,reduction_delta_dot,final_rel_x,final_rel_z,final_rel_vx,final_rel_vz,usage_T,usage_T_dot,usage_delta,usage_delta_dot,mpc_npz,best_ocp_npz,refined_tw_ratio,refined_T_dot_max,refined_T_dot_weight_per_sec,refined_delta_max_deg,refined_delta_dot_max_deg_s,refined_minus_utopia_tw_ratio,refined_minus_utopia_T_dot_max,refined_minus_utopia_T_dot_weight_per_sec,refined_minus_utopia_delta_max_deg,refined_minus_utopia_delta_dot_max_deg_s
1,-1.3085482316874741,0.0,0.4069077929981455,0.287382947850751,4.763205750057398,0.813815585996291,0.11693836105525024,21.863459033215445,-2.885780674368519,-44.36422095610395,68.97443085382162,1.1793633639665932,-0.7097179567303478,78.25825358138152,-0.025908058793026226,s1_f80_closest,80.0,closest,delta_dot,1,delta_dot,0.0,zero,1.0,1.0,1.0,1.0,1.3836498413801193,12.854189558729555,0.32757873493194584,9.300405514526366,43.72108523437499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3836498413801193,12.854189558729555,0.32757873493194584,9.300405514526366,59.433350240478504,1.389075919189453,12.904598145234376,0.328863357421875,19.84086509765625,87.44217046874998,True,main4_saved_mpc_path,none,loaded_from_main4_saved_mpc_path:Solve_Succeeded,23.8,1904,True,Solve_Succeeded,True,,delta -> delta_dot -> tdot -> tw,0.5679283738136292,0.855224609375,3.144775390625,2.857479155063629,0.75,0.03881835937499999,0.0625,0.00390625,0.25,0.961181640625,0.9375,0.99609375,-0.9999999925440726,-9.889487950776044e-09,0.07400950960467712,-1.1754321023776657,1.000000009914435,1.0000000181488986,1.0000009854599021,1.0000024642835217,runs/c0_rescue_main5/main5_c0x09_80hz_s1/npz/s1_f80_closest_mpc_rollout.npz,runs/c0_rescue_main5/main5_c0x09_80hz_s1/npz/s1_f80_closest_ocp_best.npz,1.0377373810350894,0.49897854976513645,0.012716069056196138,0.5812753446578979,0.23216152437686915,-0.34591246034502987,-12.35521100896442,-0.3148626658757497,-8.719130169868468,-43.488923709998126
