scenario_id,deck_vx,deck_z0,deck_z_amp,deck_z_freq,deck_z_phase,deck_z_peak_to_peak,deck_z_peak_vz,deck_z_period_s,base_wind_x,rel_x0,rel_z0,v_x_rel0,v_z0,theta_deg,q,pass_name,low_name,target_name,success,alpha,attempts,return_status,failure_mode,low_tw_ratio,low_T_dot_max,low_T_dot_weight_per_sec,low_delta_max_deg,low_delta_dot_max_deg_s,target_tw_ratio,target_T_dot_max,target_T_dot_weight_per_sec,target_delta_max_deg,target_delta_dot_max_deg_s,feasible_tw_ratio,feasible_T_dot_max,feasible_T_dot_weight_per_sec,feasible_delta_max_deg,feasible_delta_dot_max_deg_s
0,0.82186814566789,0.0,0.30971960993801306,0.32596164638493497,4.381692553882582,0.6194392198760261,0.10095671397309461,19.27584234790507,-3.950181877191266,-52.17467956337052,69.14678230728646,0.7834191059710589,-0.6920520978630065,77.27238721784776,0.010916957403166963,hf1,hu1,C0,True,0.04,5,Solve_Succeeded,none,1.1171875,2.91234375,0.07421874999999999,2.578125,8.4375,2.0,39.24,1.0,59.99999999999999,180.0,1.1525,4.36545,0.11125,4.875,15.299999999999999
0,0.82186814566789,0.0,0.30971960993801306,0.32596164638493497,4.381692553882582,0.6194392198760261,0.10095671397309461,19.27584234790507,-3.950181877191266,-52.17467956337052,69.14678230728646,0.7834191059710589,-0.6920520978630065,77.27238721784776,0.010916957403166963,hf2,hu2,C0,True,0.01,2,Solve_Succeeded,none,1.1525,4.331344921875001,0.11038085937500001,4.5703125,9.8015625,2.0,39.24,1.0,59.99999999999999,180.0,1.160975,4.680431472656251,0.11927705078125,5.124609375,11.503546875
0,0.82186814566789,0.0,0.30971960993801306,0.32596164638493497,4.381692553882582,0.6194392198760261,0.10095671397309461,19.27584234790507,-3.950181877191266,-52.17467956337052,69.14678230728646,0.7834191059710589,-0.6920520978630065,77.27238721784776,0.010916957403166963,hf3,hu3,C0,True,0.01,2,Solve_Succeeded,none,1.13829970703125,3.5286065399322517,0.08992371406555177,3.68331298828125,8.447917236328125,2.0,39.24,1.0,59.99999999999999,180.0,1.1469167099609374,3.8857204745329295,0.09902447692489626,4.246479858398438,10.163438063964843
1,-1.3085482316874741,0.0,0.4069077929981455,0.287382947850751,4.763205750057398,0.813815585996291,0.11693836105525024,21.863459033215445,-2.885780674368519,-44.36422095610395,68.97443085382162,1.1793633639665932,-0.7097179567303478,78.25825358138152,-0.025908058793026226,hf1,hu1,C0,True,0.05,6,Solve_Succeeded,none,1.125,2.7590624999999998,0.07031249999999999,2.578125,8.4375,2.0,39.24,1.0,59.99999999999999,180.0,1.16875,4.583109375,0.116796875,5.449218750000001,17.015625
1,-1.3085482316874741,0.0,0.4069077929981455,0.287382947850751,4.763205750057398,0.813815585996291,0.11693836105525024,21.863459033215445,-2.885780674368519,-44.36422095610395,68.97443085382162,1.1793633639665932,-0.7097179567303478,78.25825358138152,-0.025908058793026226,hf2,hu2,C0,True,0.02,3,Solve_Succeeded,none,1.15048828125,4.063929016113281,0.10356597900390624,5.2789306640625,10.900634765625,2.0,39.24,1.0,59.99999999999999,180.0,1.1674785156249998,4.767450435791016,0.12149465942382813,6.37335205078125,14.282622070312499
1,-1.3085482316874741,0.0,0.4069077929981455,0.287382947850751,4.763205750057398,0.813815585996291,0.11693836105525024,21.863459033215445,-2.885780674368519,-44.36422095610395,68.97443085382162,1.1793633639665932,-0.7097179567303478,78.25825358138152,-0.025908058793026226,hf3,hu3,C0,True,0.01,2,Solve_Succeeded,none,1.1537971267700193,4.227387691111565,0.10773159253597259,5.775850296020508,5.355983276367188,2.0,39.24,1.0,59.99999999999999,180.0,1.1622591555023192,4.577513814200449,0.11665427661061287,6.318091793060303,7.102423443603516
2,-0.09133256617257635,0.0,0.24736783977107143,0.20208665590703018,2.988942203015736,0.49473567954214287,0.04998973951828189,31.091539809883148,5.204241632035986,-48.192719528473475,58.443489813887865,-0.1885442433830078,-0.5848401490669741,76.3975248360931,-0.06001835950497834,hf1,hu1,C0,True,0.11,12,Solve_Succeeded,none,1.1328125,2.6057812499999997,0.06640624999999999,2.578125,9.140625,2.0,39.24,1.0,59.99999999999999,180.0,1.228203125,6.6355453125,0.1691015625,8.89453125,27.935156250000002
2,-0.09133256617257635,0.0,0.24736783977107143,0.20208665590703018,2.988942203015736,0.49473567954214287,0.04998973951828189,31.091539809883148,5.204241632035986,-48.192719528473475,58.443489813887865,-0.1885442433830078,-0.5848401490669741,76.3975248360931,-0.06001835950497834,hf2,hu2,C0,True,0.01,2,Solve_Succeeded,none,1.2234054565429688,6.505944818115235,0.16579879760742186,8.0606689453125,15.27703857421875,2.0,39.24,1.0,59.99999999999999,180.0,1.231171401977539,6.8332853699340825,0.17414080963134765,8.580062255859376,16.924268188476564
2,-0.09133256617257635,0.0,0.24736783977107143,0.20208665590703018,2.988942203015736,0.49473567954214287,0.04998973951828189,31.091539809883148,5.204241632035986,-48.192719528473475,58.443489813887865,-0.1885442433830078,-0.5848401490669741,76.3975248360931,-0.06001835950497834,hf3,hu3,C0,True,0.01,2,Solve_Succeeded,none,1.2023158222436905,6.326127471384288,0.16121629641652108,6.166919746398926,14.2798512840271,2.0,39.24,1.0,59.99999999999999,180.0,1.2102926640212537,6.6552661966704445,0.16960413345235587,6.705250548934937,15.93705277118683
3,-1.4779131907469836,0.0,0.3967310943755346,0.29302464562064545,4.430684746116719,0.7934621887510692,0.11625198833608187,21.442514822844977,-4.167518823424425,-31.578129069340964,51.062052143841896,0.20622358785868133,-2.178466904306388,80.59207160745413,-0.03920998038747756,hf1,hu1,C0,True,0.1,11,Solve_Succeeded,none,1.1796875,4.905,0.125,2.8125,45.703125,2.0,39.24,1.0,59.99999999999999,180.0,1.26171875,8.3385,0.2125,8.53125,59.1328125
