mode,frequency_hz,rank,Tw,Tdot,delta,delta_dot
c0x09,10,1.0,0.9911750137502834,0.9282318176668697,0.9370075604399792,0.7558307370247068
c0x09,80,2.0,0.9996783441181911,0.9479684507922291,0.8522692178067844,0.9463971546326915
c0x09,15,3.0,0.9945723353005633,0.844028843370549,0.9250408835105675,0.9457887392992657
c0x09,20,4.0,0.9885039285363575,0.8856199831808801,0.9488953181374274,0.9667177326098734
c0x09,40,5.0,0.9891319875195246,0.977842177739432,1.0610260706873962,1.039381809973508
c0x09,5,6.0,1.0378159693734814,1.554805984390836,1.3445433701339558,1.471069153430662
