mode,frequency_hz,rank,Tw,Tdot,delta,delta_dot
c0x11,10,1.0,0.9908219214313997,0.9265520893957991,0.9455005254519382,0.7535018148004875
c0x11,80,2.0,0.9903747901956924,0.9939804481820969,0.8328555197138936,0.9544428740626897
c0x11,15,3.0,0.9942180327331085,0.8425014887993902,0.9334253834761792,0.9428745042642614
c0x11,20,4.0,0.9881517877544467,0.8840173652842935,0.9574960328778387,0.9637390095946059
c0x11,40,5.0,0.9998478330197933,0.9393582477810829,1.0472695394694798,1.0434210268942368
c0x11,5,6.0,1.0374462618625808,1.5519924075253333,1.3567302086203468,1.4665363850779558
