mode,frequency_hz,rank,score,gap_vs_best_pct,win_count,top2_count,top3_count,avg_rank,Tw,Tdot,delta,delta_dot
c0x11,10,1.0,0.9538301357682298,0.0,6,8,11,3.05,0.9908219214313997,0.9265520893957991,0.9455005254519382,0.7535018148004875
c0x11,80,2.0,0.95816914639264,0.4549039144077227,7,11,16,2.45,0.9903747901956924,0.9939804481820969,0.8328555197138936,0.9544428740626897
c0x11,15,3.0,0.9665174459677034,1.330143567885389,1,8,13,3.1,0.9942180327331085,0.8425014887993902,0.9334253834761792,0.9428745042642614
c0x11,20,4.0,0.9723238805322629,1.9388928982766895,3,7,11,3.2,0.9881517877544467,0.8840173652842935,0.9574960328778387,0.9637390095946059
c0x11,40,5.0,1.007047788535464,5.579363743248877,3,6,8,3.7,0.9998478330197933,0.9393582477810829,1.0472695394694798,1.0434210268942368
c0x11,5,6.0,1.1561549640562536,21.21183014678689,0,0,1,5.5,1.0374462618625808,1.5519924075253333,1.3567302086203468,1.4665363850779558
