scenario_id,deck_vx,deck_z0,deck_z_amp,deck_z_freq,deck_z_phase,deck_z_peak_to_peak,deck_z_peak_vz,deck_z_period_s,base_wind_x,rel_x0,rel_z0,v_x_rel0,v_z0,theta_deg,q,C0_tw_ratio,C0_T_dot_max,C0_T_dot_weight_per_sec,C0_delta_max_deg,C0_delta_dot_max_deg_s,hu1_tw_ratio,hu1_T_dot_max,hu1_T_dot_weight_per_sec,hu1_delta_max_deg,hu1_delta_dot_max_deg_s,hf1_tw_ratio,hf1_T_dot_max,hf1_T_dot_weight_per_sec,hf1_delta_max_deg,hf1_delta_dot_max_deg_s,hu2_tw_ratio,hu2_T_dot_max,hu2_T_dot_weight_per_sec,hu2_delta_max_deg,hu2_delta_dot_max_deg_s,hf2_tw_ratio,hf2_T_dot_max,hf2_T_dot_weight_per_sec,hf2_delta_max_deg,hf2_delta_dot_max_deg_s,hu3_tw_ratio,hu3_T_dot_max,hu3_T_dot_weight_per_sec,hu3_delta_max_deg,hu3_delta_dot_max_deg_s,hf3_tw_ratio,hf3_T_dot_max,hf3_T_dot_weight_per_sec,hf3_delta_max_deg,hf3_delta_dot_max_deg_s,hu4_tw_ratio,hu4_T_dot_max,hu4_T_dot_weight_per_sec,hu4_delta_max_deg,hu4_delta_dot_max_deg_s,hf1_success,hf1_alpha,hf1_attempts,hf2_success,hf2_alpha,hf2_attempts,hf3_success,hf3_alpha,hf3_attempts,final_box_ready,method
0,0.82186814566789,0.0,0.30971960993801306,0.32596164638493497,4.381692553882582,0.6194392198760261,0.10095671397309461,19.27584234790507,-3.950181877191266,-52.17467956337052,69.14678230728646,0.7834191059710589,-0.6920520978630065,77.27238721784776,0.010916957403166963,2.0,39.24,1.0,59.99999999999999,180.0,1.1171875,2.4525,0.0625,2.3437499999999996,8.4375,1.143671875,3.556125,0.090625,4.0734375,13.584375,1.1392044067382812,3.3060849609375,0.08425292968749999,3.81884765625,6.7921875,1.1650282745361327,4.3841024121093755,0.111725341796875,5.5042822265625,11.988421874999998,1.1331720326542851,2.979819608230591,0.07593831825256349,4.64423812866211,8.054720947265624,1.1505085920011995,3.7050232160659795,0.09441955188751222,5.751353366088868,11.49362652832031,1.1370260694386856,3.1116405916179124,0.07929767053052783,3.5945958538055423,8.440631981735228,True,0.03,4,True,0.03,4,True,0.02,3,True,recursive_C0_contraction_plus_dual_direction_final_search
1,-1.3085482316874741,0.0,0.4069077929981455,0.287382947850751,4.763205750057398,0.813815585996291,0.11693836105525024,21.863459033215445,-2.885780674368519,-44.36422095610395,68.97443085382162,1.1793633639665932,-0.7097179567303478,78.25825358138152,-0.025908058793026226,2.0,39.24,1.0,59.99999999999999,180.0,1.1953125,3.21890625,0.08203124999999999,2.109375,136.40625,1.2596875,6.10059375,0.15546875,6.740624999999999,139.89374999999998,1.136671142578125,2.9788055419921875,0.0759124755859375,6.10869140625,51.9136962890625,1.1971041625976564,5.517089154052735,0.14059860229492188,9.8810830078125,60.879737548828125,1.1456660931110383,3.275771685218812,0.0834804201126099,4.322973815917968,56.599131002426155,1.1627527712488175,3.995056251514436,0.10181081171035769,5.436514339599609,59.06714838237763,1.1627527712488175,3.932633497584523,0.10022001777738335,5.266623266487121,55.144720560110365,True,0.08,9,True,0.07,8,True,0.02,3,True,recursive_C0_contraction_plus_dual_direction_final_search
2,-0.09133256617257635,0.0,0.24736783977107143,0.20208665590703018,2.988942203015736,0.49473567954214287,0.04998973951828189,31.091539809883148,5.204241632035986,-48.192719528473475,58.443489813887865,-0.1885442433830078,-0.5848401490669741,76.3975248360931,-0.06001835950497834,2.0,39.24,1.0,59.99999999999999,180.0,1.1328125,2.29921875,0.05859375,2.109375,7.734374999999999,1.210859375,5.6238890625,0.1433203125,7.319531249999999,23.23828125,1.1682901000976564,4.9209029296875,0.1254052734375,7.090795898437499,18.518005371093746,1.1849242980957033,5.60728487109375,0.14289716796875,8.148979980468749,21.747645263671874,1.1478954137802126,4.774953523040772,0.12168586959838867,7.894324356079099,20.728224391937253,1.1649375055046085,5.464254452579956,0.1392521522064209,8.936437868957517,23.91365990409851,1.1421848198502216,5.229462269070661,0.13326866129130124,7.819383135337827,21.67175428808927,True,0.09,10,True,0.02,3,True,0.02,3,True,recursive_C0_contraction_plus_dual_direction_final_search
3,-1.4779131907469836,0.0,0.3967310943755346,0.29302464562064545,4.430684746116719,0.7934621887510692,0.11625198833608187,21.442514822844977,-4.167518823424425,-31.578129069340964,51.062052143841896,0.20622358785868133,-2.178466904306388,80.59207160745413,-0.03920998038747756,2.0,39.24,1.0,59.99999999999999,180.0,1.5078125,4.5984375,0.1171875,2.3437499999999996,9.140625,1.51765625,5.29126875,0.13484375,3.4968749999999997,12.5578125,1.2627374267578126,5.1259166015625,0.13062988281250001,3.4968749999999997,8.63349609375,1.2627374267578126,5.1259166015625,0.13062988281250001,3.4968749999999997,8.63349609375,1.2035466098785403,4.565269473266602,0.1163422393798828,3.4968749999999997,8.093902587890625,1.2433692793846134,6.2990059996032715,0.16052512741088867,6.322031249999999,16.689207458496092,1.2385123681370174,6.052951077743769,0.15425461462140083,6.1244677734375,14.603056526184083,True,0.02,3,True,0.0,1,True,0.05,6,True,recursive_C0_contraction_plus_dual_direction_final_search
4,-1.407546496296182,0.0,0.3091793473080906,0.21647939437931996,2.5668611718126377,0.6183586946161812,0.06693095785984889,29.024403570577487,-1.3024998757330621,-29.397907801955018,43.18788200528692,-1.325091774932802,-1.852817048349408,76.66972919907704,-0.0954575853732279,2.0,39.24,1.0,59.99999999999999,180.0,1.109375,1.68609375,0.04296874999999999,2.109375,45.703125,1.1628125,3.9393281250000003,0.100390625,5.582812499999999,53.7609375,1.15372802734375,3.477688110351563,0.08862609863281251,3.663720703125,44.73078002929686,1.170653466796875,4.192934348144532,0.10685357666015627,4.7904462890625,47.436164428710924,1.1477891412734986,3.2757299594879155,0.08347935676574708,3.1437303771972656,37.05950345993041,1.1648333584480286,3.995015360298157,0.10180976963043213,4.2808557696533205,39.918313390731804,1.1648333584480286,3.995015360298157,0.10180976963043213,3.2106418272399906,34.30480057016014,True,0.06,7,True,0.02,3,True,0.02,3,True,recursive_C0_contraction_plus_dual_direction_final_search
5,-1.2298564176730746,0.0,0.3805898376491126,0.25851912914273584,1.0133004724866397,0.7611796752982252,0.0983897533896238,24.304527591497724,0.09633961754371967,-39.96865674689909,40.33092359496089,0.5889611252332081,-1.4738405661797294,84.08580690707608,0.0399414267621499,2.0,39.24,1.0,59.99999999999999,180.0,1.109375,2.1459375,0.0546875,2.109375,9.140625,1.1271875,2.88781875,0.07359375,3.2671874999999995,12.5578125,1.1271875,2.707330078125,0.06899414062499999,2.8587890624999996,11.1843017578125,1.135915625,3.07265677734375,0.07830419921875,3.430201171875,12.872458740234375,1.1314784545898438,2.6165592869567873,0.0666809196472168,2.7870384521484373,8.849815383911134,1.1749045318603515,4.4477313226089485,0.11334687366485598,5.647686529541016,17.407324614715577,1.1473677068948747,2.0848740574729447,0.05313134703040124,2.470862856674194,8.159683413147928,True,0.02,3,True,0.01,2,True,0.05,6,True,recursive_C0_contraction_plus_dual_direction_final_search
6,-0.7023901156214413,0.0,0.442294094336931,0.3123876536741851,4.504353903384995,0.884588188673862,0.13816721436386256,20.113423924662655,1.2924206373377771,-41.51915493568634,44.528454664580565,-1.2108271135395021,-0.4240144879491643,82.19462955950937,-0.013581392044979254,2.0,39.24,1.0,59.99999999999999,180.0,1.1015625,2.4525,0.0625,2.3437499999999996,9.140625,1.146484375,4.291875,0.109375,5.226562499999999,17.68359375,1.1330490112304688,3.53744384765625,0.09014892578125,4.083251953124999,8.2891845703125,1.1330490112304688,3.53744384765625,0.09014892578125,4.083251953124999,8.2891845703125,1.1330490112304688,3.4545350074768066,0.08803606033325195,3.0624389648437496,8.2891845703125,1.141718521118164,3.8123896574020386,0.09715569972991943,3.631814575195312,10.006292724609375,1.1327988451719282,3.276272361829877,0.08349317945539951,2.723860931396484,6.7229779243469245,True,0.05,6,True,0.0,1,True,0.01,2,True,recursive_C0_contraction_plus_dual_direction_final_search
7,0.3819265221073296,0.0,0.3460244922281839,0.2904739222643194,0.5305793178609056,0.6920489844563678,0.10051109145704007,21.63080684902979,-3.6876129781432496,-42.52577793488171,36.456496085166236,-0.01802754226644332,-1.7413192116345937,80.90915491481417,-0.0954392257940605,2.0,39.24,1.0,59.99999999999999,180.0,1.109375,2.6057812499999997,0.06640624999999999,2.109375,9.140625,1.1628125,4.803834374999999,0.12242187499999997,5.582812499999999,19.392187500000002,1.131016845703125,3.5465808471679683,0.09038177490234374,4.361572265625,7.878076171875,1.1483965087890626,4.260449230224609,0.10857413940429685,5.4743408203124995,11.320514648437499,1.1483965087890626,0.9652580287227629,0.024598828458786005,3.9346824645996086,8.136619903564453,1.156912543701172,1.3480054484355353,0.034352840174198145,4.495335639953613,9.855253704528808,1.138835785205841,1.2374268764935579,0.03153483375365845,2.2476678199768063,8.931323669729231,True,0.06,7,True,0.02,3,True,0.01,2,True,recursive_C0_contraction_plus_dual_direction_final_search
8,1.3756776397243362,0.0,0.32057585923572507,0.3130649886325486,0.5198079199756344,0.6411517184714501,0.10036107772750177,20.06990732059886,1.575830416911261,-40.400250074855194,52.17474480240823,1.3134793649249485,-1.1850254795350268,83.96160771839767,-0.07195018220027785,2.0,39.24,1.0,59.99999999999999,180.0,1.109375,2.6057812499999997,0.06640624999999999,1.8749999999999998,9.140625,1.145,4.071149999999999,0.10374999999999998,4.199999999999999,15.975000000000001,1.145,3.864411914062499,0.09848144531249997,4.199999999999999,8.486718750000003,1.145,3.864411914062499,0.09848144531249997,4.199999999999999,8.486718750000003,1.145,3.8040304779052727,0.09694267272949217,2.8874999999999997,8.486718750000003,1.15355,4.15839017312622,0.10597324600219724,3.458625,10.201851562500003,1.1400318359375001,3.6548351130992165,0.09314054824411866,2.3778046875000003,6.535561157226564,True,0.04,5,True,0.0,1,True,0.01,2,True,recursive_C0_contraction_plus_dual_direction_final_search
9,0.16210843061714808,0.0,0.2271439352838609,0.29428081581676796,1.767043978499777,0.4542878705677218,0.06684410258316573,21.350985077776087,8.656189522201727,-35.21732095924295,60.44481150004089,0.8059424757529712,-2.2521958243014377,78.17138892822716,0.09057987901394901,2.0,39.24,1.0,59.99999999999999,180.0,1.2265625,9.963281250000001,0.25390625,2.3437499999999996,4.21875,1.234296875,10.256048437500002,0.26136718750000004,2.9203124999999996,5.9765625,1.234296875,9.975609613037111,0.25422042846679693,2.37275390625,3.5485839843750004,1.24195390625,10.26825351690674,0.26167822418212894,2.9490263671875,5.31309814453125,1.24195390625,9.425935845597984,0.24021243235468867,2.764712219238281,3.3206863403320312,1.2646952890625,10.320357770230045,0.26300605938404803,4.481770852661132,8.62106575012207,1.249874641143799,7.740268327672533,0.197254544538036,3.6414388177871695,4.310532875061035,True,0.01,2,True,0.01,2,True,0.03,4,True,recursive_C0_contraction_plus_dual_direction_final_search
